onset	duration	subtask_type	event_type	value	response_accuracy	stim_file	participant_response	reaction_time
511.567	0.862	memory	test	test_old	correct	task-memory/obj209paperclip.png	old	n/a
514.318	0.882	memory	test	test_new	incorrect	task-memory/obj191mushroom.png	old	n/a
517.302	0.91	memory	test	test_new	correct	task-memory/obj342wing.png	new	n/a
520.27	0.618	memory	test	test_new	incorrect	task-memory/obj085donkey.png	old	n/a
523.071	0.645	memory	test	test_new	incorrect	task-memory/obj100feather.png	old	n/a
525.689	0.955	memory	test	test_old	correct	task-memory/obj096eskimo.png	old	n/a
528.423	0.67	memory	test	test_new	correct	task-memory/obj290sun.png	new	n/a
531.141	0.665	memory	test	test_old	correct	task-memory/obj083dog.png	old	n/a
533.992	0.611	memory	test	test_old	correct	task-memory/obj225pizza.png	old	n/a
536.826	0.697	memory	test	test_old	correct	task-memory/obj315trumpet.png	old	n/a
539.694	0.882	memory	test	test_old	correct	task-memory/obj207pants.png	old	n/a
542.462	0.586	memory	test	test_old	correct	task-memory/obj316turkey.png	old	n/a
545.496	1.716	memory	test	test_new	correct	task-memory/obj069corn.png	new	n/a
548.464	0.948	memory	test	test_new	incorrect	task-memory/obj235rabbit.png	old	n/a
551.148	0.642	memory	test	test_old	correct	task-memory/obj178mask.png	old	n/a
553.799	0.687	memory	test	test_old	correct	task-memory/obj254safe.png	old	n/a
556.684	0.488	memory	test	test_old	correct	task-memory/obj317turtle.png	old	n/a
559.401	0.715	memory	test	test_new	correct	task-memory/obj177map.png	new	n/a
562.152	0.668	memory	test	test_new	correct	task-memory/obj103fire.png	new	n/a
565.087	0.967	memory	test	test_new	incorrect	task-memory/obj212pear.png	old	n/a
568.038	0.655	memory	test	test_old	correct	task-memory/obj257saw.png	old	n/a
570.855	0.612	memory	test	test_old	correct	task-memory/obj253saddle.png	old	n/a
573.473	0.782	memory	test	test_new	incorrect	task-memory/obj018barrel.png	old	n/a
576.508	0.571	memory	test	test_old	correct	task-memory/obj126gun.png	old	n/a
579.492	0.633	memory	test	test_old	correct	task-memory/obj246rockingchair.png	old	n/a
582.476	1.293	memory	test	test_new	incorrect	task-memory/obj347zebra.png	old	n/a
585.328	0.604	memory	test	test_old	correct	task-memory/obj003alligator.png	old	n/a
588.245	0.753	memory	test	test_new	correct	task-memory/obj292sword.png	new	n/a
590.93	0.983	memory	test	test_new	correct	task-memory/obj197nurse.png	new	n/a
593.864	0.528	memory	test	test_old	correct	task-memory/obj295teapot.png	old	n/a
596.582	0.695	memory	test	test_old	correct	task-memory/obj159knot.png	old	n/a
599.599	0.672	memory	test	test_old	correct	task-memory/obj162lawnmower.png	old	n/a
